subscription_id,account_id,plan_id,started_at,ended_at,status,seats,mrr
S001075,A001075,PLN_STARTER,2023-05-24,,active,5,49
S001076,A001076,PLN_SCALE,2025-08-10,,active,84,799
S001077,A001077,PLN_STARTER,2023-07-14,2025-01-17,cancelled,4,49
S001078,A001078,PLN_STARTER,2025-04-30,,active,2,49
S001079,A001079,PLN_SCALE,2023-03-21,,active,35,799
S001080,A001080,PLN_ENTERPRISE,2025-02-16,,active,418,2499
S001081,A001081,PLN_GROWTH,2024-06-29,,active,10,199
S001082,A001082,PLN_SCALE,2025-05-15,,active,51,799
S001083,A001083,PLN_GROWTH,2024-08-20,,active,26,247
S001084,A001084,PLN_STARTER,2025-08-25,,active,4,49
S001085,A001085,PLN_GROWTH,2023-05-23,,active,9,199
S001086,A001086,PLN_GROWTH,2024-02-18,2024-12-24,cancelled,11,199
S001087,A001087,PLN_ENTERPRISE,2025-03-08,,active,239,2499
S001088,A001088,PLN_STARTER,2024-03-13,,active,2,49
S001089,A001089,PLN_GROWTH,2025-07-19,,active,16,199
S001090,A001090,PLN_STARTER,2024-07-29,,active,6,59
S001091,A001091,PLN_STARTER,2024-08-17,,active,2,49
S001092,A001092,PLN_STARTER,2024-10-28,,active,2,49
S001093,A001093,PLN_GROWTH,2023-12-10,,active,18,199
S001094,A001094,PLN_STARTER,2023-12-21,,active,2,49
S001095,A001095,PLN_STARTER,2024-10-23,2025-02-19,cancelled,3,49
S001096,A001096,PLN_GROWTH,2025-03-26,,active,15,199
S001097,A001097,PLN_STARTER,2023-09-28,,active,1,49
S001098,A001098,PLN_STARTER,2024-11-03,,active,3,49
S001099,A001099,PLN_GROWTH,2024-06-08,,active,15,199
S001100,A001100,PLN_ENTERPRISE,2023-08-05,2025-05-06,cancelled,238,2499
S001101,A001101,PLN_STARTER,2024-03-17,,active,6,59
S001102,A001102,PLN_STARTER,2023-12-13,,active,2,49
S001103,A001103,PLN_ENTERPRISE,2025-07-19,,active,524,2595
S001104,A001104,PLN_GROWTH,2024-06-19,2025-11-11,cancelled,12,199
S001105,A001105,PLN_STARTER,2025-07-17,,active,4,49
S001106,A001106,PLN_STARTER,2023-03-06,,active,4,49
S001107,A001107,PLN_GROWTH,2025-03-31,,active,20,199
S001108,A001108,PLN_STARTER,2025-10-22,,active,1,49
S001109,A001109,PLN_GROWTH,2025-10-11,,active,9,199
S001110,A001110,PLN_STARTER,2024-11-24,,active,5,49
S001111,A001111,PLN_GROWTH,2023-05-06,,active,13,199
S001112,A001112,PLN_SCALE,2024-03-05,,active,44,799
S001113,A001113,PLN_STARTER,2024-08-24,,active,3,49
S001114,A001114,PLN_STARTER,2024-04-15,2025-12-19,cancelled,4,49
S001115,A001115,PLN_ENTERPRISE,2024-06-11,,active,434,2499
S001116,A001116,PLN_GROWTH,2024-10-17,,active,24,231
S001117,A001117,PLN_STARTER,2024-06-13,2025-08-21,cancelled,4,49
S001118,A001118,PLN_STARTER,2024-04-07,,active,2,49
S001119,A001119,PLN_STARTER,2023-12-04,,active,3,49
S001120,A001120,PLN_STARTER,2025-02-16,,active,2,49
S001121,A001121,PLN_STARTER,2023-04-09,2023-10-07,cancelled,4,49
S001122,A001122,PLN_GROWTH,2024-01-07,,active,24,231
S001123,A001123,PLN_SCALE,2025-05-22,,active,128,967
S001124,A001124,PLN_STARTER,2023-08-26,,active,2,49
S001125,A001125,PLN_STARTER,2024-05-24,,active,4,49
S001126,A001126,PLN_SCALE,2025-08-03,,active,118,907
S001127,A001127,PLN_ENTERPRISE,2025-03-23,,active,339,2499
S001128,A001128,PLN_STARTER,2025-02-25,,active,2,49
S001129,A001129,PLN_SCALE,2023-07-23,2024-11-06,cancelled,120,919
S001130,A001130,PLN_GROWTH,2025-05-09,,active,21,207
S001131,A001131,PLN_STARTER,2025-08-23,,active,4,49
S001132,A001132,PLN_GROWTH,2025-01-30,,active,10,199
S001133,A001133,PLN_GROWTH,2024-04-22,,active,14,199
S001134,A001134,PLN_ENTERPRISE,2024-01-10,2025-02-08,cancelled,218,2499
S001135,A001135,PLN_STARTER,2024-02-28,,active,4,49
S001136,A001136,PLN_GROWTH,2023-09-06,,active,18,199
S001137,A001137,PLN_SCALE,2024-04-08,,active,124,943
S001138,A001138,PLN_GROWTH,2024-12-30,,active,8,199
S001139,A001139,PLN_GROWTH,2025-06-06,,active,12,199
S001140,A001140,PLN_ENTERPRISE,2023-06-21,2023-11-26,cancelled,337,2499
S001141,A001141,PLN_GROWTH,2025-09-29,,active,8,199
S001142,A001142,PLN_GROWTH,2023-05-03,,active,25,239
S001143,A001143,PLN_STARTER,2023-06-04,2025-04-29,cancelled,2,49
S001144,A001144,PLN_STARTER,2025-09-06,,active,6,59
S001145,A001145,PLN_STARTER,2024-05-01,2025-01-14,cancelled,4,49
S001146,A001146,PLN_STARTER,2024-09-06,,active,5,49
S001147,A001147,PLN_STARTER,2024-11-18,,active,2,49
S001148,A001148,PLN_GROWTH,2025-09-14,,active,9,199
S001149,A001149,PLN_STARTER,2024-11-16,,active,2,49
S001150,A001150,PLN_GROWTH,2024-10-13,,active,19,199
S001151,A001151,PLN_GROWTH,2025-02-10,,active,21,207
S001152,A001152,PLN_GROWTH,2025-01-18,,active,9,199
S001153,A001153,PLN_STARTER,2023-07-21,,active,3,49
S001154,A001154,PLN_GROWTH,2023-12-31,2025-10-23,cancelled,14,199
S001155,A001155,PLN_STARTER,2024-01-04,2025-03-14,cancelled,2,49
S001156,A001156,PLN_GROWTH,2025-07-26,,active,18,199
S001157,A001157,PLN_SCALE,2025-07-06,,active,64,799
S001158,A001158,PLN_STARTER,2025-04-01,,active,6,59
S001159,A001159,PLN_ENTERPRISE,2025-07-16,,active,326,2499
S001160,A001160,PLN_STARTER,2025-07-01,,active,4,49
S001161,A001161,PLN_GROWTH,2025-07-04,,active,24,231
S001162,A001162,PLN_STARTER,2023-04-27,2024-07-29,cancelled,4,49
S001163,A001163,PLN_STARTER,2024-04-01,2024-09-13,cancelled,2,49
S001164,A001164,PLN_GROWTH,2025-07-28,,active,16,199
S001165,A001165,PLN_STARTER,2025-06-27,,active,2,49
S001166,A001166,PLN_STARTER,2024-03-10,2024-08-03,cancelled,2,49
S001167,A001167,PLN_ENTERPRISE,2025-05-11,,active,498,2499
S001168,A001168,PLN_STARTER,2024-10-05,,active,2,49
S001169,A001169,PLN_GROWTH,2024-03-11,,active,17,199
S001170,A001170,PLN_GROWTH,2025-08-07,,active,25,239
S001171,A001171,PLN_STARTER,2025-01-24,,active,2,49
S001172,A001172,PLN_STARTER,2023-06-29,,active,3,49
S001173,A001173,PLN_GROWTH,2024-05-17,2025-07-18,cancelled,9,199
S001174,A001174,PLN_STARTER,2024-08-12,,active,4,49
S001175,A001175,PLN_STARTER,2024-11-18,,active,3,49
S001176,A001176,PLN_STARTER,2023-05-28,,active,3,49
S001177,A001177,PLN_GROWTH,2024-09-25,,active,10,199
S001178,A001178,PLN_GROWTH,2024-12-13,,active,19,199
S001179,A001179,PLN_STARTER,2024-05-06,,active,2,49
S001180,A001180,PLN_STARTER,2024-04-30,,active,4,49
S001181,A001181,PLN_STARTER,2024-11-08,,active,6,59
S001182,A001182,PLN_SCALE,2025-04-11,,active,49,799
S001183,A001183,PLN_STARTER,2024-04-28,,active,2,49
S001184,A001184,PLN_STARTER,2025-07-17,,active,2,49
S001185,A001185,PLN_GROWTH,2023-07-27,,active,16,199
S001186,A001186,PLN_SCALE,2024-06-07,,active,43,799
S001187,A001187,PLN_STARTER,2023-04-20,,active,2,49
S001188,A001188,PLN_STARTER,2025-05-23,,active,4,49
S001189,A001189,PLN_STARTER,2025-06-08,,active,2,49
S001190,A001190,PLN_STARTER,2025-08-04,,active,3,49
S001191,A001191,PLN_STARTER,2024-05-15,,active,1,49
S001192,A001192,PLN_STARTER,2024-11-26,,active,6,59
S001193,A001193,PLN_STARTER,2024-01-06,,active,4,49
S001194,A001194,PLN_STARTER,2023-11-17,,active,6,59
S001195,A001195,PLN_STARTER,2024-03-14,2024-12-08,cancelled,6,59
S001196,A001196,PLN_STARTER,2024-05-19,2025-04-28,cancelled,2,49
S001197,A001197,PLN_GROWTH,2023-06-05,,active,21,207
S001198,A001198,PLN_STARTER,2024-11-29,,active,2,49
S001199,A001199,PLN_GROWTH,2023-07-27,,active,25,239
S001200,A001200,PLN_SCALE,2023-08-09,2025-07-21,cancelled,57,799
S001201,A001201,PLN_SCALE,2024-01-04,2025-09-08,cancelled,82,799
S001202,A001202,PLN_STARTER,2024-10-01,2025-02-28,cancelled,4,49
S001203,A001203,PLN_SCALE,2024-02-27,,active,115,889
S001204,A001204,PLN_GROWTH,2025-07-10,,active,23,223
S001205,A001205,PLN_STARTER,2023-08-28,2024-10-24,cancelled,2,49
S001206,A001206,PLN_ENTERPRISE,2025-06-16,,active,478,2499
S001207,A001207,PLN_GROWTH,2024-05-06,2025-11-05,cancelled,7,199
S001208,A001208,PLN_STARTER,2024-03-19,,active,3,49
S001209,A001209,PLN_STARTER,2024-12-18,,active,4,49
S001210,A001210,PLN_GROWTH,2023-03-30,,active,14,199
S001211,A001211,PLN_STARTER,2023-05-11,2024-09-15,cancelled,5,49
S001212,A001212,PLN_STARTER,2025-08-07,,active,3,49
S001213,A001213,PLN_STARTER,2024-11-24,,active,4,49
S001214,A001214,PLN_STARTER,2023-08-29,2024-03-10,cancelled,6,59
S001215,A001215,PLN_STARTER,2025-02-19,,active,4,49
S001216,A001216,PLN_STARTER,2023-01-28,,active,4,49
S001217,A001217,PLN_GROWTH,2023-10-02,,active,24,231
S001218,A001218,PLN_GROWTH,2024-04-23,,active,12,199
S001219,A001219,PLN_GROWTH,2025-10-03,,active,15,199
S001220,A001220,PLN_STARTER,2025-02-09,,active,2,49
S001221,A001221,PLN_STARTER,2023-09-24,,active,5,49
S001222,A001222,PLN_STARTER,2024-09-08,,active,6,59
S001223,A001223,PLN_STARTER,2023-02-24,,active,4,49
S001224,A001224,PLN_STARTER,2023-12-28,,active,4,49
S001225,A001225,PLN_GROWTH,2023-03-25,,active,20,199
S001226,A001226,PLN_GROWTH,2025-09-12,,active,18,199
S001227,A001227,PLN_STARTER,2025-01-31,,active,5,49
S001228,A001228,PLN_GROWTH,2023-10-01,,active,26,247
S001229,A001229,PLN_STARTER,2023-02-27,2023-10-04,cancelled,6,59
S001230,A001230,PLN_GROWTH,2024-08-05,,active,18,199
S001231,A001231,PLN_STARTER,2025-03-09,,active,3,49
S001232,A001232,PLN_GROWTH,2023-03-01,,active,21,207
S001233,A001233,PLN_SCALE,2023-07-20,,active,54,799
S001234,A001234,PLN_GROWTH,2025-09-10,,active,25,239
S001235,A001235,PLN_GROWTH,2023-04-28,,active,10,199
S001236,A001236,PLN_SCALE,2025-08-19,,active,98,799
S001237,A001237,PLN_STARTER,2025-05-25,2025-10-03,cancelled,5,49
S001238,A001238,PLN_GROWTH,2023-08-23,,active,16,199
S001239,A001239,PLN_GROWTH,2023-12-07,2024-05-29,cancelled,16,199
S001240,A001240,PLN_GROWTH,2024-06-04,,active,26,247
S001241,A001241,PLN_GROWTH,2024-03-22,,active,10,199
S001242,A001242,PLN_GROWTH,2023-03-01,,active,16,199
S001243,A001243,PLN_GROWTH,2024-10-17,,active,13,199
S001244,A001244,PLN_STARTER,2023-09-18,,active,5,49
S001245,A001245,PLN_STARTER,2025-01-27,,active,5,49
S001246,A001246,PLN_STARTER,2025-01-05,2025-05-20,cancelled,4,49
S001247,A001247,PLN_SCALE,2024-10-11,,active,113,877
S001248,A001248,PLN_SCALE,2024-06-03,,active,35,799
S001249,A001249,PLN_STARTER,2025-09-29,,active,2,49
S001250,A001250,PLN_STARTER,2024-02-26,,active,3,49
S001251,A001251,PLN_STARTER,2024-10-22,,active,5,49
S001252,A001252,PLN_GROWTH,2025-09-28,,active,26,247
S001253,A001253,PLN_GROWTH,2023-09-30,,active,18,199
S001254,A001254,PLN_STARTER,2023-02-08,,active,3,49
S001255,A001255,PLN_STARTER,2023-09-06,,active,6,59
S001256,A001256,PLN_STARTER,2025-01-17,,active,4,49
S001257,A001257,PLN_GROWTH,2024-11-03,2025-05-11,cancelled,24,231
S001258,A001258,PLN_GROWTH,2023-05-04,,active,20,199
S001259,A001259,PLN_ENTERPRISE,2023-12-06,2024-11-18,cancelled,365,2499
S001260,A001260,PLN_STARTER,2025-05-21,,active,5,49
S001261,A001261,PLN_STARTER,2025-10-24,,active,3,49
S001262,A001262,PLN_ENTERPRISE,2023-07-26,,active,266,2499
S001263,A001263,PLN_STARTER,2023-07-06,,active,4,49
S001264,A001264,PLN_GROWTH,2024-08-04,,active,13,199
S001265,A001265,PLN_STARTER,2024-10-17,,active,3,49
S001266,A001266,PLN_STARTER,2025-04-24,,active,3,49
S001267,A001267,PLN_STARTER,2023-02-24,,active,5,49
S001268,A001268,PLN_GROWTH,2025-06-26,,active,7,199
S001269,A001269,PLN_STARTER,2023-11-20,2025-01-17,cancelled,3,49
S001270,A001270,PLN_SCALE,2023-08-31,,active,49,799
S001271,A001271,PLN_GROWTH,2023-11-16,,active,20,199
S001272,A001272,PLN_ENTERPRISE,2024-11-03,,active,295,2499
S001273,A001273,PLN_GROWTH,2023-02-11,2023-11-29,cancelled,24,231
S001274,A001274,PLN_STARTER,2024-03-27,,active,5,49
S001275,A001275,PLN_STARTER,2025-06-27,,active,6,59
S001276,A001276,PLN_STARTER,2025-05-08,,active,5,49
S001277,A001277,PLN_GROWTH,2023-10-24,2024-07-23,cancelled,19,199
S001278,A001278,PLN_GROWTH,2024-06-12,,active,18,199
S001279,A001279,PLN_STARTER,2023-06-07,,active,2,49
S001280,A001280,PLN_GROWTH,2025-08-25,,active,7,199
S001281,A001281,PLN_STARTER,2025-01-31,,active,2,49
S001282,A001282,PLN_GROWTH,2025-03-29,,active,21,207
S001283,A001283,PLN_ENTERPRISE,2023-09-19,,active,369,2499
S001284,A001284,PLN_STARTER,2024-06-20,,active,2,49
S001285,A001285,PLN_SCALE,2024-05-14,,active,36,799
S001286,A001286,PLN_STARTER,2023-03-22,2023-10-18,cancelled,2,49
S001287,A001287,PLN_GROWTH,2025-08-10,,active,22,215
S001288,A001288,PLN_SCALE,2023-09-10,,active,108,847
S001289,A001289,PLN_STARTER,2025-03-15,2025-06-13,cancelled,2,49
S001290,A001290,PLN_SCALE,2025-10-11,,active,45,799
S001291,A001291,PLN_SCALE,2025-03-16,2025-12-10,cancelled,55,799
S001292,A001292,PLN_STARTER,2025-02-27,2025-07-02,cancelled,6,59
S001293,A001293,PLN_STARTER,2025-05-10,,active,6,59
S001294,A001294,PLN_STARTER,2025-09-06,,active,4,49
S001295,A001295,PLN_GROWTH,2024-04-27,2025-04-11,cancelled,19,199
S001296,A001296,PLN_STARTER,2023-12-15,,active,2,49
S001297,A001297,PLN_GROWTH,2023-06-29,,active,15,199
S001298,A001298,PLN_STARTER,2025-09-19,,active,2,49
S001299,A001299,PLN_ENTERPRISE,2023-03-11,,active,499,2499
S001300,A001300,PLN_GROWTH,2024-02-11,,active,20,199
S001301,A001301,PLN_STARTER,2024-12-20,,active,2,49
S001302,A001302,PLN_STARTER,2025-09-01,,active,5,49
S001303,A001303,PLN_STARTER,2023-09-24,,active,6,59
S001304,A001304,PLN_STARTER,2023-10-10,,active,6,59
S001305,A001305,PLN_STARTER,2024-02-27,,active,5,49
S001306,A001306,PLN_GROWTH,2023-11-28,2024-08-09,cancelled,25,239
S001307,A001307,PLN_SCALE,2024-10-05,,active,120,919
S001308,A001308,PLN_GROWTH,2024-12-06,,active,8,199
S001309,A001309,PLN_STARTER,2025-03-05,,active,4,49
S001310,A001310,PLN_GROWTH,2024-04-07,,active,20,199
S001311,A001311,PLN_SCALE,2023-06-18,,active,114,883
S001312,A001312,PLN_STARTER,2023-04-09,,active,3,49
S001313,A001313,PLN_GROWTH,2023-08-27,2024-02-02,cancelled,24,231
S001314,A001314,PLN_STARTER,2023-05-13,2024-08-17,cancelled,2,49
S001315,A001315,PLN_STARTER,2024-02-16,,active,3,49
S001316,A001316,PLN_STARTER,2023-12-06,2024-11-04,cancelled,4,49
S001317,A001317,PLN_GROWTH,2024-09-25,,active,8,199
S001318,A001318,PLN_SCALE,2025-08-28,,active,129,973
S001319,A001319,PLN_SCALE,2023-12-11,,active,46,799
S001320,A001320,PLN_GROWTH,2023-09-03,,active,12,199
S001321,A001321,PLN_STARTER,2025-09-04,,active,6,59
S001322,A001322,PLN_GROWTH,2023-03-19,2025-01-09,cancelled,10,199
S001323,A001323,PLN_GROWTH,2023-02-19,,active,10,199
S001324,A001324,PLN_GROWTH,2024-02-04,2025-02-07,cancelled,11,199
S001325,A001325,PLN_GROWTH,2023-08-03,,active,14,199
S001326,A001326,PLN_ENTERPRISE,2023-07-28,,active,442,2499
S001327,A001327,PLN_SCALE,2024-01-05,,active,113,877
S001328,A001328,PLN_GROWTH,2025-07-19,2025-10-31,cancelled,26,247
S001329,A001329,PLN_ENTERPRISE,2023-07-19,2024-12-09,cancelled,178,2499
S001330,A001330,PLN_GROWTH,2024-12-29,,active,15,199
S001331,A001331,PLN_STARTER,2023-08-19,2024-10-06,cancelled,5,49
S001332,A001332,PLN_STARTER,2024-07-26,,active,3,49
S001333,A001333,PLN_STARTER,2023-08-21,2025-01-31,cancelled,5,49
S001334,A001334,PLN_STARTER,2023-12-03,,active,2,49
S001335,A001335,PLN_GROWTH,2024-03-29,,active,11,199
S001336,A001336,PLN_GROWTH,2025-02-06,,active,11,199
S001337,A001337,PLN_STARTER,2025-03-15,,active,3,49
S001338,A001338,PLN_STARTER,2024-09-15,2025-12-15,cancelled,6,59
S001339,A001339,PLN_STARTER,2023-11-17,,active,6,59
S001340,A001340,PLN_STARTER,2024-04-09,,active,4,49
S001341,A001341,PLN_STARTER,2025-07-05,,active,5,49
S001342,A001342,PLN_GROWTH,2023-01-08,2023-04-26,cancelled,13,199
S001343,A001343,PLN_STARTER,2024-03-30,2025-04-29,cancelled,2,49
S001344,A001344,PLN_GROWTH,2025-02-10,,active,23,223
S001345,A001345,PLN_GROWTH,2024-05-12,,active,26,247
S001346,A001346,PLN_STARTER,2023-04-13,,active,5,49
S001347,A001347,PLN_STARTER,2024-11-17,,active,4,49
S001348,A001348,PLN_GROWTH,2023-06-12,2025-03-30,cancelled,23,223
S001349,A001349,PLN_STARTER,2024-09-04,,active,2,49
S001350,A001350,PLN_GROWTH,2025-08-10,,active,21,207
S001351,A001351,PLN_SCALE,2024-06-22,2024-09-30,cancelled,80,799
S001352,A001352,PLN_SCALE,2023-06-29,,active,69,799
S001353,A001353,PLN_STARTER,2023-05-13,,active,6,59
S001354,A001354,PLN_GROWTH,2024-07-07,,active,12,199
S001355,A001355,PLN_GROWTH,2024-04-22,,active,9,199
S001356,A001356,PLN_GROWTH,2023-04-07,,active,10,199
S001357,A001357,PLN_GROWTH,2025-01-02,,active,7,199
S001358,A001358,PLN_STARTER,2023-02-07,2023-07-25,cancelled,2,49
S001359,A001359,PLN_SCALE,2024-11-30,,active,116,895
S001360,A001360,PLN_GROWTH,2023-06-09,,active,16,199
S001361,A001361,PLN_GROWTH,2023-08-16,2025-04-17,cancelled,12,199
S001362,A001362,PLN_SCALE,2023-11-23,,active,74,799
S001363,A001363,PLN_STARTER,2024-04-27,,active,4,49
S001364,A001364,PLN_STARTER,2023-02-18,,active,5,49
S001365,A001365,PLN_GROWTH,2023-03-26,,active,11,199
S001366,A001366,PLN_STARTER,2024-01-11,2024-05-22,cancelled,1,49
S001367,A001367,PLN_ENTERPRISE,2025-02-25,,active,206,2499
S001368,A001368,PLN_STARTER,2024-04-08,,active,2,49
S001369,A001369,PLN_GROWTH,2025-10-20,,active,21,207
S001370,A001370,PLN_STARTER,2023-12-09,,active,4,49
S001371,A001371,PLN_SCALE,2025-07-14,,active,109,853
S001372,A001372,PLN_SCALE,2025-02-02,,active,104,823
S001373,A001373,PLN_STARTER,2025-08-30,,active,6,59
S001374,A001374,PLN_GROWTH,2025-06-24,,active,24,231
S001375,A001375,PLN_STARTER,2023-11-17,2024-12-25,cancelled,2,49
S001376,A001376,PLN_SCALE,2023-11-08,,active,131,985
S001377,A001377,PLN_STARTER,2024-01-24,,active,5,49
S001378,A001378,PLN_SCALE,2023-08-17,,active,46,799
S001379,A001379,PLN_STARTER,2024-10-18,,active,5,49
S001380,A001380,PLN_STARTER,2023-03-23,,active,3,49
S001381,A001381,PLN_STARTER,2024-03-02,,active,6,59
S001382,A001382,PLN_STARTER,2024-12-08,,active,4,49
S001383,A001383,PLN_GROWTH,2024-06-05,,active,21,207
S001384,A001384,PLN_SCALE,2023-11-10,,active,95,799
S001385,A001385,PLN_GROWTH,2023-08-05,,active,24,231
S001386,A001386,PLN_ENTERPRISE,2023-02-27,,active,258,2499
S001387,A001387,PLN_SCALE,2024-03-14,2025-11-06,cancelled,86,799
S001388,A001388,PLN_GROWTH,2024-09-19,,active,18,199
S001389,A001389,PLN_STARTER,2024-08-04,,active,6,59
S001390,A001390,PLN_GROWTH,2024-04-08,,active,13,199
S001391,A001391,PLN_STARTER,2024-08-29,,active,4,49
S001392,A001392,PLN_GROWTH,2025-05-03,2025-12-09,cancelled,16,199
S001393,A001393,PLN_STARTER,2024-12-18,,active,3,49
S001394,A001394,PLN_STARTER,2024-02-22,,active,2,49
S001395,A001395,PLN_ENTERPRISE,2024-04-27,,active,250,2499
S001396,A001396,PLN_STARTER,2024-12-18,2025-05-02,cancelled,3,49
S001397,A001397,PLN_STARTER,2024-03-05,2025-12-02,cancelled,4,49
S001398,A001398,PLN_SCALE,2025-09-22,,active,66,799
S001399,A001399,PLN_STARTER,2023-07-31,,active,6,59
S001400,A001400,PLN_SCALE,2023-04-04,2024-05-26,cancelled,105,829
S001401,A001401,PLN_STARTER,2023-08-05,,active,4,49
S001402,A001402,PLN_STARTER,2024-06-27,,active,5,49
S001403,A001403,PLN_ENTERPRISE,2025-05-07,,active,276,2499
S001404,A001404,PLN_STARTER,2024-01-28,,active,2,49
S001405,A001405,PLN_SCALE,2023-08-07,2024-08-22,cancelled,88,799
S001406,A001406,PLN_STARTER,2024-11-23,,active,4,49
S001407,A001407,PLN_GROWTH,2025-10-04,,active,11,199
S001408,A001408,PLN_STARTER,2024-11-07,,active,5,49
S001409,A001409,PLN_GROWTH,2023-03-25,2023-09-27,cancelled,16,199
S001410,A001410,PLN_GROWTH,2025-01-08,,active,24,231
S001411,A001411,PLN_STARTER,2025-05-07,,active,2,49
S001412,A001412,PLN_STARTER,2023-08-27,,active,5,49
S001413,A001413,PLN_STARTER,2024-12-25,,active,2,49
S001414,A001414,PLN_STARTER,2024-08-18,,active,4,49
S001415,A001415,PLN_STARTER,2025-02-12,,active,6,59
S001416,A001416,PLN_STARTER,2023-01-31,,active,2,49
S001417,A001417,PLN_STARTER,2023-02-23,,active,1,49
S001418,A001418,PLN_STARTER,2025-10-02,,active,5,49
S001419,A001419,PLN_STARTER,2023-12-16,,active,4,49
S001420,A001420,PLN_GROWTH,2024-09-23,,active,21,207
S001421,A001421,PLN_STARTER,2024-02-03,2024-09-11,cancelled,4,49
S001422,A001422,PLN_GROWTH,2024-03-18,,active,10,199
S001423,A001423,PLN_GROWTH,2023-11-18,2024-09-03,cancelled,25,239
S001424,A001424,PLN_GROWTH,2025-03-24,,active,20,199
S001425,A001425,PLN_STARTER,2024-06-16,,active,3,49
S001426,A001426,PLN_STARTER,2023-01-10,,active,2,49
S001427,A001427,PLN_GROWTH,2023-12-06,2025-05-15,cancelled,12,199
S001428,A001428,PLN_SCALE,2024-10-20,,active,80,799
S001429,A001429,PLN_STARTER,2025-03-17,,active,2,49
S001430,A001430,PLN_SCALE,2024-03-04,,active,133,997
S001431,A001431,PLN_STARTER,2024-03-16,,active,1,49
S001432,A001432,PLN_STARTER,2025-04-17,,active,4,49
S001433,A001433,PLN_STARTER,2024-09-03,,active,4,49
S001434,A001434,PLN_STARTER,2024-05-27,,active,2,49
S001435,A001435,PLN_SCALE,2025-06-08,,active,47,799
S001436,A001436,PLN_STARTER,2023-12-16,,active,6,59
S001437,A001437,PLN_STARTER,2023-03-17,2024-04-27,cancelled,4,49
S001438,A001438,PLN_STARTER,2025-07-25,,active,1,49
S001439,A001439,PLN_GROWTH,2025-02-25,2025-11-10,cancelled,15,199
S001440,A001440,PLN_GROWTH,2025-01-10,,active,8,199
S001441,A001441,PLN_GROWTH,2023-12-21,,active,13,199
S001442,A001442,PLN_STARTER,2024-12-05,2025-12-27,cancelled,5,49
S001443,A001443,PLN_STARTER,2024-05-08,2025-11-28,cancelled,3,49
S001444,A001444,PLN_GROWTH,2025-03-25,,active,21,207
S001445,A001445,PLN_GROWTH,2024-11-19,,active,10,199
S001446,A001446,PLN_STARTER,2024-10-11,,active,3,49
S001447,A001447,PLN_STARTER,2024-04-10,,active,6,59
S001448,A001448,PLN_GROWTH,2025-02-12,,active,25,239
S001449,A001449,PLN_STARTER,2023-08-10,2024-08-02,cancelled,5,49
S001450,A001450,PLN_SCALE,2024-12-31,,active,93,799
S001451,A001451,PLN_GROWTH,2024-05-17,,active,16,199
S001452,A001452,PLN_STARTER,2023-06-14,,active,3,49
S001453,A001453,PLN_GROWTH,2025-07-13,,active,7,199
S001454,A001454,PLN_GROWTH,2024-12-16,,active,8,199
S001455,A001455,PLN_GROWTH,2025-02-23,,active,7,199
S001456,A001456,PLN_GROWTH,2025-04-30,,active,9,199
S001457,A001457,PLN_GROWTH,2025-08-19,,active,10,199
S001458,A001458,PLN_STARTER,2024-02-22,,active,2,49
S001459,A001459,PLN_STARTER,2023-05-02,,active,4,49
S001460,A001460,PLN_STARTER,2025-04-27,,active,5,49
S001461,A001461,PLN_STARTER,2025-06-04,,active,4,49
S001462,A001462,PLN_GROWTH,2024-07-23,,active,17,199
S001463,A001463,PLN_STARTER,2025-09-14,,active,5,49
S001464,A001464,PLN_STARTER,2023-10-28,,active,4,49
S001465,A001465,PLN_STARTER,2025-06-23,,active,6,59
S001466,A001466,PLN_GROWTH,2025-05-16,,active,17,199
S001467,A001467,PLN_STARTER,2023-01-24,,active,3,49
S001468,A001468,PLN_GROWTH,2024-09-27,,active,24,231
S001469,A001469,PLN_SCALE,2025-07-13,,active,65,799
S001470,A001470,PLN_STARTER,2024-08-15,,active,6,59
S001471,A001471,PLN_STARTER,2024-04-05,,active,5,49
S001472,A001472,PLN_SCALE,2023-05-11,,active,50,799
S001473,A001473,PLN_GROWTH,2025-05-01,,active,9,199
S001474,A001474,PLN_GROWTH,2024-05-24,,active,11,199
S001475,A001475,PLN_STARTER,2025-01-22,,active,4,49
S001476,A001476,PLN_SCALE,2023-12-26,,active,127,961
S001477,A001477,PLN_STARTER,2023-05-12,,active,2,49
S001478,A001478,PLN_STARTER,2025-01-07,,active,5,49
S001479,A001479,PLN_STARTER,2023-04-05,,active,2,49
S001480,A001480,PLN_SCALE,2024-04-02,,active,68,799
S001481,A001481,PLN_STARTER,2025-05-25,,active,2,49
S001482,A001482,PLN_GROWTH,2023-06-10,,active,19,199
S001483,A001483,PLN_SCALE,2023-04-07,,active,95,799
S001484,A001484,PLN_GROWTH,2023-07-31,2024-04-17,cancelled,10,199
S001485,A001485,PLN_GROWTH,2024-07-12,,active,25,239
S001486,A001486,PLN_STARTER,2025-05-30,,active,5,49
S001487,A001487,PLN_SCALE,2025-02-25,,active,46,799
S001488,A001488,PLN_SCALE,2024-02-29,,active,52,799
S001489,A001489,PLN_GROWTH,2023-11-24,,active,13,199
S001490,A001490,PLN_STARTER,2024-12-16,,active,4,49
S001491,A001491,PLN_ENTERPRISE,2025-06-16,2025-12-30,cancelled,206,2499
S001492,A001492,PLN_STARTER,2024-02-23,,active,6,59
S001493,A001493,PLN_GROWTH,2023-04-28,,active,18,199
