payment_id,invoice_id,attempted_at,payment_status,amount
SPAY0013453,INV0013095,2025-08-12,succeeded,223
SPAY0013454,INV0013096,2025-09-12,succeeded,223
SPAY0013455,INV0013097,2025-10-12,succeeded,223
SPAY0013456,INV0013098,2025-11-12,succeeded,223
SPAY0013457,INV0013100,2023-09-27,succeeded,49
SPAY0013458,INV0013101,2023-10-27,succeeded,49
SPAY0013459,INV0013102,2023-11-27,succeeded,49
SPAY0013460,INV0013103,2023-12-27,succeeded,49
SPAY0013461,INV0013104,2024-01-27,succeeded,49
SPAY0013462,INV0013105,2024-02-27,succeeded,49
SPAY0013463,INV0013106,2024-03-27,succeeded,49
SPAY0013464,INV0013107,2024-04-27,succeeded,49
SPAY0013465,INV0013108,2024-05-27,succeeded,49
SPAY0013466,INV0013109,2024-06-27,succeeded,49
SPAY0013467,INV0013110,2024-07-27,succeeded,49
SPAY0013468,INV0013111,2024-08-25,failed,49
SPAY0013469,INV0013111,2024-08-27,succeeded,49
SPAY0013470,INV0013112,2024-09-25,failed,49
SPAY0013471,INV0013113,2024-10-27,succeeded,49
SPAY0013472,INV0013114,2024-11-25,failed,49
SPAY0013473,INV0013114,2024-11-27,succeeded,49
SPAY0013474,INV0013115,2024-12-27,succeeded,49
SPAY0013475,INV0013117,2025-02-27,succeeded,49
SPAY0013476,INV0013118,2025-03-27,succeeded,49
SPAY0013477,INV0013119,2025-04-27,succeeded,49
SPAY0013478,INV0013120,2025-05-27,succeeded,49
SPAY0013479,INV0013121,2025-06-27,succeeded,49
SPAY0013480,INV0013122,2025-07-25,failed,49
SPAY0013481,INV0013122,2025-07-27,succeeded,49
SPAY0013482,INV0013123,2025-08-27,succeeded,49
SPAY0013483,INV0013124,2025-09-27,succeeded,49
SPAY0013484,INV0013125,2025-10-27,succeeded,49
SPAY0013485,INV0013126,2025-11-27,succeeded,49
SPAY0013486,INV0013128,2025-08-26,succeeded,49
SPAY0013487,INV0013129,2025-09-26,succeeded,49
SPAY0013488,INV0013130,2025-10-26,succeeded,49
SPAY0013489,INV0013131,2025-11-26,succeeded,49
SPAY0013490,INV0013133,2023-05-01,succeeded,49
SPAY0013491,INV0013134,2023-05-31,succeeded,49
SPAY0013492,INV0013135,2023-07-01,succeeded,49
SPAY0013493,INV0013136,2023-07-31,succeeded,49
SPAY0013494,INV0013137,2023-08-31,succeeded,49
SPAY0013495,INV0013138,2023-10-01,succeeded,49
SPAY0013496,INV0013139,2023-10-31,succeeded,49
SPAY0013497,INV0013140,2023-12-01,succeeded,49
SPAY0013498,INV0013141,2023-12-29,failed,49
SPAY0013499,INV0013141,2023-12-31,succeeded,49
SPAY0013500,INV0013142,2024-01-31,succeeded,49
SPAY0013501,INV0013143,2024-03-02,succeeded,49
SPAY0013502,INV0013144,2024-03-31,succeeded,49
SPAY0013503,INV0013145,2024-05-01,succeeded,49
SPAY0013504,INV0013146,2024-05-31,succeeded,49
SPAY0013505,INV0013147,2024-07-01,succeeded,49
SPAY0013506,INV0013148,2024-07-31,succeeded,49
SPAY0013507,INV0013149,2024-08-31,succeeded,49
SPAY0013508,INV0013150,2024-10-01,succeeded,49
SPAY0013509,INV0013151,2024-10-31,succeeded,49
SPAY0013510,INV0013152,2024-12-01,succeeded,49
SPAY0013511,INV0013153,2024-12-31,succeeded,49
SPAY0013512,INV0013154,2025-01-31,succeeded,49
SPAY0013513,INV0013155,2025-03-03,succeeded,49
SPAY0013514,INV0013156,2025-03-31,succeeded,49
SPAY0013515,INV0013157,2025-05-01,succeeded,49
SPAY0013516,INV0013158,2025-05-31,succeeded,49
SPAY0013517,INV0013159,2025-07-01,succeeded,49
SPAY0013518,INV0013160,2025-07-31,succeeded,49
SPAY0013519,INV0013161,2025-08-31,succeeded,49
SPAY0013520,INV0013162,2025-10-01,succeeded,49
SPAY0013521,INV0013163,2025-10-31,succeeded,49
SPAY0013522,INV0013164,2025-12-01,succeeded,49
SPAY0013523,INV0013166,2023-11-20,succeeded,49
SPAY0013524,INV0013167,2023-12-20,succeeded,49
SPAY0013525,INV0013168,2024-01-20,succeeded,49
SPAY0013526,INV0013169,2024-02-20,succeeded,49
SPAY0013527,INV0013170,2024-03-18,failed,49
SPAY0013528,INV0013170,2024-03-20,succeeded,49
SPAY0013529,INV0013171,2024-04-20,succeeded,49
SPAY0013530,INV0013172,2024-05-20,succeeded,49
SPAY0013531,INV0013173,2024-06-18,failed,49
SPAY0013532,INV0013173,2024-06-20,succeeded,49
SPAY0013533,INV0013174,2024-07-20,succeeded,49
SPAY0013534,INV0013175,2025-05-03,succeeded,49
SPAY0013535,INV0013176,2025-05-31,succeeded,49
SPAY0013536,INV0013177,2025-07-01,succeeded,49
SPAY0013537,INV0013178,2025-07-31,succeeded,49
SPAY0013538,INV0013179,2025-08-31,succeeded,49
SPAY0013539,INV0013180,2025-10-01,succeeded,49
SPAY0013540,INV0013181,2025-10-31,succeeded,49
SPAY0013541,INV0013182,2025-12-01,succeeded,49
SPAY0013542,INV0013184,2023-06-08,succeeded,49
SPAY0013543,INV0013185,2023-07-08,succeeded,49
SPAY0013544,INV0013186,2023-08-08,succeeded,49
SPAY0013545,INV0013187,2023-09-08,succeeded,49
SPAY0013546,INV0013188,2023-10-08,succeeded,49
SPAY0013547,INV0013189,2023-11-08,succeeded,49
SPAY0013548,INV0013190,2023-12-08,succeeded,49
SPAY0013549,INV0013191,2024-01-06,failed,49
SPAY0013550,INV0013191,2024-01-08,succeeded,49
SPAY0013551,INV0013192,2024-02-08,succeeded,49
SPAY0013552,INV0013193,2024-03-08,succeeded,49
SPAY0013553,INV0013194,2024-04-08,succeeded,49
SPAY0013554,INV0013195,2024-05-08,succeeded,49
SPAY0013555,INV0013196,2024-06-08,succeeded,49
SPAY0013556,INV0013197,2024-07-08,succeeded,49
SPAY0013557,INV0013198,2024-08-08,succeeded,49
SPAY0013558,INV0013199,2024-09-08,succeeded,49
SPAY0013559,INV0013200,2024-10-08,succeeded,49
SPAY0013560,INV0013201,2024-11-08,succeeded,49
SPAY0013561,INV0013202,2024-12-08,succeeded,49
SPAY0013562,INV0013203,2025-01-08,succeeded,49
SPAY0013563,INV0013204,2025-02-08,succeeded,49
SPAY0013564,INV0013205,2025-03-08,succeeded,49
SPAY0013565,INV0013206,2025-04-08,succeeded,49
SPAY0013566,INV0013207,2025-05-08,succeeded,49
SPAY0013567,INV0013208,2025-06-08,succeeded,49
SPAY0013568,INV0013209,2025-07-08,succeeded,49
SPAY0013569,INV0013210,2025-08-08,succeeded,49
SPAY0013570,INV0013211,2025-09-08,succeeded,49
SPAY0013571,INV0013212,2025-10-08,succeeded,49
SPAY0013572,INV0013213,2025-11-08,succeeded,49
SPAY0013573,INV0013215,2023-09-23,succeeded,231
SPAY0013574,INV0013216,2023-10-23,succeeded,231
SPAY0013575,INV0013217,2023-11-23,succeeded,231
SPAY0013576,INV0013218,2023-12-23,succeeded,231
SPAY0013577,INV0013219,2024-01-23,succeeded,231
SPAY0013578,INV0013220,2024-02-23,succeeded,231
SPAY0013579,INV0013221,2024-03-23,succeeded,231
SPAY0013580,INV0013222,2024-04-23,succeeded,231
SPAY0013581,INV0013223,2024-05-23,succeeded,231
SPAY0013582,INV0013224,2024-06-23,succeeded,231
SPAY0013583,INV0013225,2024-07-23,succeeded,231
SPAY0013584,INV0013226,2024-08-23,succeeded,231
SPAY0013585,INV0013227,2024-09-23,succeeded,231
SPAY0013586,INV0013228,2024-10-23,succeeded,231
SPAY0013587,INV0013229,2024-11-23,succeeded,231
SPAY0013588,INV0013230,2024-12-23,succeeded,231
SPAY0013589,INV0013231,2025-01-23,succeeded,231
SPAY0013590,INV0013232,2025-02-23,succeeded,231
SPAY0013591,INV0013233,2025-03-23,succeeded,231
SPAY0013592,INV0013234,2025-04-23,succeeded,231
SPAY0013593,INV0013235,2025-05-23,succeeded,231
SPAY0013594,INV0013236,2025-06-23,succeeded,231
SPAY0013595,INV0013237,2025-07-23,succeeded,231
SPAY0013596,INV0013238,2025-08-21,failed,231
SPAY0013597,INV0013238,2025-08-23,succeeded,231
SPAY0013598,INV0013239,2025-09-23,succeeded,231
SPAY0013599,INV0013240,2025-10-23,succeeded,231
SPAY0013600,INV0013241,2025-11-23,succeeded,231
SPAY0013601,INV0013243,2024-11-13,succeeded,49
SPAY0013602,INV0013244,2024-12-13,succeeded,49
SPAY0013603,INV0013245,2025-01-13,succeeded,49
SPAY0013604,INV0013246,2025-02-13,succeeded,49
SPAY0013605,INV0013247,2025-03-13,succeeded,49
SPAY0013606,INV0013248,2025-04-13,succeeded,49
SPAY0013607,INV0013249,2025-05-13,succeeded,49
SPAY0013608,INV0013250,2025-06-13,succeeded,49
SPAY0013609,INV0013251,2025-07-13,succeeded,49
SPAY0013610,INV0013252,2025-08-13,succeeded,49
SPAY0013611,INV0013253,2025-09-13,succeeded,49
SPAY0013612,INV0013254,2025-10-13,succeeded,49
SPAY0013613,INV0013255,2025-11-13,succeeded,49
SPAY0013614,INV0013257,2023-07-06,succeeded,799
SPAY0013615,INV0013258,2023-08-06,succeeded,799
SPAY0013616,INV0013259,2023-09-06,succeeded,799
SPAY0013617,INV0013260,2023-10-06,succeeded,799
SPAY0013618,INV0013261,2023-11-06,succeeded,799
SPAY0013619,INV0013262,2023-12-06,succeeded,799
SPAY0013620,INV0013263,2024-01-06,succeeded,799
SPAY0013621,INV0013264,2024-02-06,succeeded,799
SPAY0013622,INV0013265,2024-03-06,succeeded,799
SPAY0013623,INV0013266,2024-04-06,succeeded,799
SPAY0013624,INV0013267,2024-05-04,failed,799
SPAY0013625,INV0013267,2024-05-06,succeeded,799
SPAY0013626,INV0013268,2024-06-06,succeeded,799
SPAY0013627,INV0013269,2024-07-06,succeeded,799
SPAY0013628,INV0013270,2024-08-04,failed,799
SPAY0013629,INV0013270,2024-08-06,succeeded,799
SPAY0013630,INV0013271,2024-09-06,succeeded,799
SPAY0013631,INV0013272,2024-10-06,succeeded,799
SPAY0013632,INV0013273,2024-11-06,succeeded,799
SPAY0013633,INV0013274,2024-12-06,succeeded,799
SPAY0013634,INV0013275,2025-01-06,succeeded,799
SPAY0013635,INV0013276,2025-02-06,succeeded,799
SPAY0013636,INV0013277,2025-03-06,succeeded,799
SPAY0013637,INV0013278,2025-04-06,succeeded,799
SPAY0013638,INV0013279,2025-05-06,succeeded,799
SPAY0013639,INV0013280,2025-06-06,succeeded,799
SPAY0013640,INV0013281,2025-07-04,failed,799
SPAY0013641,INV0013281,2025-07-06,succeeded,799
SPAY0013642,INV0013282,2025-08-04,failed,799
SPAY0013643,INV0013282,2025-08-06,succeeded,799
SPAY0013644,INV0013283,2025-09-04,failed,799
SPAY0013645,INV0013283,2025-09-06,succeeded,799
SPAY0013646,INV0013284,2025-10-06,succeeded,799
SPAY0013647,INV0013285,2025-11-06,succeeded,799
SPAY0013648,INV0013287,2023-04-02,succeeded,199
SPAY0013649,INV0013288,2023-05-01,succeeded,199
SPAY0013650,INV0013289,2023-05-29,failed,199
SPAY0013651,INV0013289,2023-05-31,succeeded,199
SPAY0013652,INV0013290,2023-07-01,succeeded,199
SPAY0013653,INV0013291,2023-07-31,succeeded,199
SPAY0013654,INV0013292,2023-08-31,succeeded,199
SPAY0013655,INV0013293,2023-10-01,succeeded,199
SPAY0013656,INV0013294,2023-10-31,succeeded,199
SPAY0013657,INV0013295,2023-12-01,succeeded,199
SPAY0013658,INV0013296,2023-12-31,succeeded,199
SPAY0013659,INV0013297,2024-01-31,succeeded,199
SPAY0013660,INV0013298,2024-03-02,succeeded,199
SPAY0013661,INV0013299,2024-03-31,succeeded,199
SPAY0013662,INV0013300,2024-05-01,succeeded,199
SPAY0013663,INV0013301,2024-05-31,succeeded,199
SPAY0013664,INV0013302,2024-07-01,succeeded,199
SPAY0013665,INV0013303,2024-07-31,succeeded,199
SPAY0013666,INV0013304,2024-08-31,succeeded,199
SPAY0013667,INV0013305,2024-10-01,succeeded,199
SPAY0013668,INV0013306,2024-10-31,succeeded,199
SPAY0013669,INV0013307,2024-12-01,succeeded,199
SPAY0013670,INV0013308,2024-12-31,succeeded,199
SPAY0013671,INV0013309,2025-01-31,succeeded,199
SPAY0013672,INV0013310,2025-03-03,succeeded,199
SPAY0013673,INV0013311,2025-03-31,succeeded,199
SPAY0013674,INV0013312,2025-05-01,succeeded,199
SPAY0013675,INV0013313,2025-05-31,succeeded,199
SPAY0013676,INV0013314,2025-07-01,succeeded,199
SPAY0013677,INV0013315,2025-07-31,succeeded,199
SPAY0013678,INV0013316,2025-08-31,succeeded,199
SPAY0013679,INV0013317,2025-10-01,succeeded,199
SPAY0013680,INV0013318,2025-10-29,failed,199
SPAY0013681,INV0013318,2025-10-31,succeeded,199
SPAY0013682,INV0013319,2025-12-01,succeeded,199
SPAY0013683,INV0013321,2023-11-10,succeeded,49
SPAY0013684,INV0013322,2023-12-10,succeeded,49
SPAY0013685,INV0013323,2024-01-10,succeeded,49
SPAY0013686,INV0013324,2024-02-10,succeeded,49
SPAY0013687,INV0013325,2024-03-10,succeeded,49
SPAY0013688,INV0013326,2024-04-10,succeeded,49
SPAY0013689,INV0013327,2024-05-10,succeeded,49
SPAY0013690,INV0013328,2024-06-10,succeeded,49
SPAY0013691,INV0013330,2024-08-10,succeeded,49
SPAY0013692,INV0013331,2024-09-10,succeeded,49
SPAY0013693,INV0013332,2024-10-08,failed,49
SPAY0013694,INV0013332,2024-10-10,succeeded,49
SPAY0013695,INV0013333,2024-05-18,failed,2499
SPAY0013696,INV0013333,2024-05-20,succeeded,2499
SPAY0013697,INV0013334,2024-06-20,succeeded,2499
SPAY0013698,INV0013335,2024-07-20,succeeded,2499
SPAY0013699,INV0013336,2024-08-20,succeeded,2499
SPAY0013700,INV0013337,2024-09-20,succeeded,2499
SPAY0013701,INV0013338,2024-10-20,succeeded,2499
SPAY0013702,INV0013340,2024-12-20,succeeded,2499
SPAY0013703,INV0013341,2025-01-20,succeeded,2499
SPAY0013704,INV0013342,2025-02-20,succeeded,2499
SPAY0013705,INV0013343,2025-03-20,succeeded,2499
SPAY0013706,INV0013344,2025-04-20,succeeded,2499
SPAY0013707,INV0013345,2025-05-20,succeeded,2499
SPAY0013708,INV0013346,2024-08-27,succeeded,59
SPAY0013709,INV0013347,2024-09-27,succeeded,59
SPAY0013710,INV0013348,2024-10-27,succeeded,59
SPAY0013711,INV0013349,2024-11-27,succeeded,59
SPAY0013712,INV0013350,2024-12-27,succeeded,59
SPAY0013713,INV0013351,2025-01-27,succeeded,59
SPAY0013714,INV0013352,2025-02-27,succeeded,59
SPAY0013715,INV0013353,2025-03-27,succeeded,59
SPAY0013716,INV0013354,2025-04-27,succeeded,59
SPAY0013717,INV0013355,2025-05-27,succeeded,59
SPAY0013718,INV0013356,2025-06-27,succeeded,59
SPAY0013719,INV0013357,2025-07-27,succeeded,59
SPAY0013720,INV0013358,2025-08-27,succeeded,59
SPAY0013721,INV0013359,2025-09-27,succeeded,59
SPAY0013722,INV0013360,2025-10-27,succeeded,59
SPAY0013723,INV0013361,2025-11-27,succeeded,59
SPAY0013724,INV0013363,2024-04-07,succeeded,49
SPAY0013725,INV0013364,2024-05-07,succeeded,49
SPAY0013726,INV0013365,2024-06-07,succeeded,49
SPAY0013727,INV0013366,2024-07-07,succeeded,49
SPAY0013728,INV0013367,2024-08-07,succeeded,49
SPAY0013729,INV0013368,2024-09-07,succeeded,49
SPAY0013730,INV0013369,2024-10-07,succeeded,49
SPAY0013731,INV0013370,2024-11-07,succeeded,49
SPAY0013732,INV0013371,2024-12-07,succeeded,49
SPAY0013733,INV0013372,2025-01-07,succeeded,49
SPAY0013734,INV0013373,2025-02-07,succeeded,49
SPAY0013735,INV0013374,2025-03-07,succeeded,49
SPAY0013736,INV0013375,2025-04-07,succeeded,49
SPAY0013737,INV0013376,2025-05-07,succeeded,49
SPAY0013738,INV0013377,2025-06-07,succeeded,49
SPAY0013739,INV0013378,2025-07-07,succeeded,49
SPAY0013740,INV0013379,2025-08-05,failed,49
SPAY0013741,INV0013379,2025-08-07,succeeded,49
SPAY0013742,INV0013380,2025-09-07,succeeded,49
SPAY0013743,INV0013381,2025-10-07,succeeded,49
SPAY0013744,INV0013382,2025-11-07,succeeded,49
SPAY0013745,INV0013384,2023-04-22,succeeded,199
SPAY0013746,INV0013385,2023-05-22,succeeded,199
SPAY0013747,INV0013386,2023-06-22,succeeded,199
SPAY0013748,INV0013387,2023-07-22,succeeded,199
SPAY0013749,INV0013388,2023-08-22,succeeded,199
SPAY0013750,INV0013389,2023-09-22,succeeded,199
SPAY0013751,INV0013390,2023-10-20,failed,199
SPAY0013752,INV0013390,2023-10-22,succeeded,199
SPAY0013753,INV0013391,2023-11-22,succeeded,199
SPAY0013754,INV0013392,2023-12-22,succeeded,199
SPAY0013755,INV0013393,2024-01-22,succeeded,199
SPAY0013756,INV0013394,2024-02-22,succeeded,199
SPAY0013757,INV0013395,2024-03-22,succeeded,199
SPAY0013758,INV0013396,2024-04-22,succeeded,199
SPAY0013759,INV0013397,2024-05-22,succeeded,199
SPAY0013760,INV0013398,2024-06-22,succeeded,199
SPAY0013761,INV0013399,2024-07-22,succeeded,199
SPAY0013762,INV0013400,2024-08-22,succeeded,199
SPAY0013763,INV0013401,2024-09-22,succeeded,199
SPAY0013764,INV0013402,2024-10-22,succeeded,199
SPAY0013765,INV0013403,2024-11-22,succeeded,199
SPAY0013766,INV0013404,2024-12-22,succeeded,199
SPAY0013767,INV0013405,2025-01-22,succeeded,199
SPAY0013768,INV0013406,2025-02-22,succeeded,199
SPAY0013769,INV0013407,2025-03-22,succeeded,199
SPAY0013770,INV0013408,2025-04-22,succeeded,199
SPAY0013771,INV0013409,2025-05-22,succeeded,199
SPAY0013772,INV0013410,2025-06-22,succeeded,199
SPAY0013773,INV0013411,2025-07-22,succeeded,199
SPAY0013774,INV0013412,2025-08-22,succeeded,199
SPAY0013775,INV0013413,2025-09-22,succeeded,199
SPAY0013776,INV0013414,2025-10-20,failed,199
SPAY0013777,INV0013414,2025-10-22,succeeded,199
SPAY0013778,INV0013415,2025-11-22,succeeded,199
SPAY0013779,INV0013417,2024-09-10,succeeded,49
SPAY0013780,INV0013418,2024-10-10,succeeded,49
SPAY0013781,INV0013419,2024-11-10,succeeded,49
SPAY0013782,INV0013420,2024-12-10,succeeded,49
SPAY0013783,INV0013421,2025-01-10,succeeded,49
SPAY0013784,INV0013422,2025-02-10,succeeded,49
SPAY0013785,INV0013423,2025-03-10,succeeded,49
SPAY0013786,INV0013424,2025-04-10,succeeded,49
SPAY0013787,INV0013425,2025-05-10,succeeded,49
SPAY0013788,INV0013426,2025-06-10,succeeded,49
SPAY0013789,INV0013427,2025-07-10,succeeded,49
SPAY0013790,INV0013428,2025-08-10,succeeded,49
SPAY0013791,INV0013429,2025-09-10,succeeded,49
SPAY0013792,INV0013430,2025-10-10,succeeded,49
SPAY0013793,INV0013431,2025-11-08,failed,49
SPAY0013794,INV0013431,2025-11-10,succeeded,49
SPAY0013795,INV0013433,2025-05-12,succeeded,2499
SPAY0013796,INV0013434,2025-06-12,succeeded,2499
SPAY0013797,INV0013435,2025-07-12,succeeded,2499
SPAY0013798,INV0013436,2025-08-12,succeeded,2499
SPAY0013799,INV0013437,2025-09-12,succeeded,2499
SPAY0013800,INV0013438,2025-10-10,failed,2499
SPAY0013801,INV0013438,2025-10-12,succeeded,2499
SPAY0013802,INV0013439,2025-11-12,succeeded,2499
SPAY0013803,INV0013441,2025-09-16,succeeded,49
SPAY0013804,INV0013442,2025-10-16,succeeded,49
SPAY0013805,INV0013443,2025-11-16,succeeded,49
SPAY0013806,INV0013444,2025-12-14,failed,49
SPAY0013807,INV0013445,2025-09-13,succeeded,853
SPAY0013808,INV0013446,2025-10-13,succeeded,853
SPAY0013809,INV0013447,2025-11-13,succeeded,853
SPAY0013810,INV0013448,2025-12-11,failed,853
SPAY0013811,INV0013449,2024-08-05,succeeded,239
SPAY0013812,INV0013450,2024-09-05,succeeded,239
SPAY0013813,INV0013451,2024-10-05,succeeded,239
SPAY0013814,INV0013452,2024-11-05,succeeded,239
SPAY0013815,INV0013453,2024-12-05,succeeded,239
SPAY0013816,INV0013454,2025-01-05,succeeded,239
SPAY0013817,INV0013455,2025-02-05,succeeded,239
SPAY0013818,INV0013456,2025-03-03,failed,239
SPAY0013819,INV0013456,2025-03-05,succeeded,239
SPAY0013820,INV0013457,2025-04-05,succeeded,239
SPAY0013821,INV0013458,2025-05-05,succeeded,239
SPAY0013822,INV0013459,2025-06-05,succeeded,239
SPAY0013823,INV0013460,2025-07-05,succeeded,239
SPAY0013824,INV0013461,2025-08-05,succeeded,239
SPAY0013825,INV0013462,2025-09-05,succeeded,239
SPAY0013826,INV0013463,2025-10-03,failed,239
SPAY0013827,INV0013463,2025-10-05,succeeded,239
SPAY0013828,INV0013464,2025-11-03,failed,239
SPAY0013829,INV0013464,2025-11-05,succeeded,239
SPAY0013830,INV0013466,2025-03-28,succeeded,49
SPAY0013831,INV0013467,2025-04-28,succeeded,49
SPAY0013832,INV0013468,2025-05-28,succeeded,49
SPAY0013833,INV0013469,2025-06-28,succeeded,49
SPAY0013834,INV0013470,2025-07-28,succeeded,49
SPAY0013835,INV0013471,2025-08-28,succeeded,49
SPAY0013836,INV0013472,2025-09-28,succeeded,49
SPAY0013837,INV0013473,2025-10-28,succeeded,49
SPAY0013838,INV0013474,2025-11-28,succeeded,49
SPAY0013839,INV0013476,2025-10-03,succeeded,967
SPAY0013840,INV0013477,2025-10-31,succeeded,967
SPAY0013841,INV0013478,2025-12-01,succeeded,967
SPAY0013842,INV0013480,2024-08-03,succeeded,199
SPAY0013843,INV0013481,2024-08-31,succeeded,199
SPAY0013844,INV0013482,2024-10-01,succeeded,199
SPAY0013845,INV0013483,2024-10-31,succeeded,199
SPAY0013846,INV0013484,2024-12-01,succeeded,199
SPAY0013847,INV0013485,2024-12-29,failed,199
SPAY0013848,INV0013485,2024-12-31,succeeded,199
SPAY0013849,INV0013486,2025-01-29,failed,199
SPAY0013850,INV0013486,2025-01-31,succeeded,199
SPAY0013851,INV0013487,2025-03-03,succeeded,199
SPAY0013852,INV0013488,2025-03-31,succeeded,199
SPAY0013853,INV0013489,2025-05-01,succeeded,199
SPAY0013854,INV0013490,2025-05-31,succeeded,199
SPAY0013855,INV0013491,2025-07-01,succeeded,199
SPAY0013856,INV0013492,2025-07-31,succeeded,199
SPAY0013857,INV0013493,2025-08-31,succeeded,199
SPAY0013858,INV0013494,2025-10-01,succeeded,199
SPAY0013859,INV0013495,2025-10-31,succeeded,199
SPAY0013860,INV0013496,2025-12-01,succeeded,199
SPAY0013861,INV0013498,2023-08-02,succeeded,2499
SPAY0013862,INV0013499,2023-08-31,succeeded,2499
SPAY0013863,INV0013500,2023-10-01,succeeded,2499
SPAY0013864,INV0013501,2023-10-31,succeeded,2499
SPAY0013865,INV0013502,2023-12-01,succeeded,2499
SPAY0013866,INV0013503,2023-12-31,succeeded,2499
SPAY0013867,INV0013504,2024-01-31,succeeded,2499
SPAY0013868,INV0013505,2024-03-02,succeeded,2499
SPAY0013869,INV0013506,2024-03-31,succeeded,2499
SPAY0013870,INV0013507,2024-05-01,succeeded,2499
SPAY0013871,INV0013508,2024-05-31,succeeded,2499
SPAY0013872,INV0013509,2024-07-01,succeeded,2499
SPAY0013873,INV0013510,2024-07-31,succeeded,2499
SPAY0013874,INV0013511,2024-08-31,succeeded,2499
SPAY0013875,INV0013512,2024-09-29,failed,2499
SPAY0013876,INV0013512,2024-10-01,succeeded,2499
SPAY0013877,INV0013513,2024-10-31,succeeded,2499
SPAY0013878,INV0013514,2024-12-01,succeeded,2499
SPAY0013879,INV0013515,2024-12-31,succeeded,2499
SPAY0013880,INV0013516,2025-01-31,succeeded,2499
SPAY0013881,INV0013517,2025-03-03,succeeded,2499
SPAY0013882,INV0013518,2025-03-31,succeeded,2499
SPAY0013883,INV0013519,2025-05-01,succeeded,2499
SPAY0013884,INV0013521,2025-07-01,succeeded,2499
SPAY0013885,INV0013522,2025-07-31,succeeded,2499
SPAY0013886,INV0013523,2025-08-31,succeeded,2499
SPAY0013887,INV0013524,2025-09-29,failed,2499
SPAY0013888,INV0013524,2025-10-01,succeeded,2499
SPAY0013889,INV0013525,2025-10-31,succeeded,2499
SPAY0013890,INV0013526,2025-12-01,succeeded,2499
SPAY0013891,INV0013528,2024-03-18,succeeded,49
SPAY0013892,INV0013529,2024-04-18,succeeded,49
SPAY0013893,INV0013530,2024-05-18,succeeded,49
SPAY0013894,INV0013531,2024-06-18,succeeded,49
SPAY0013895,INV0013532,2024-07-18,succeeded,49
SPAY0013896,INV0013533,2024-08-16,failed,49
SPAY0013897,INV0013533,2024-08-18,succeeded,49
SPAY0013898,INV0013534,2024-09-18,succeeded,49
SPAY0013899,INV0013535,2024-10-18,succeeded,49
SPAY0013900,INV0013536,2024-11-18,succeeded,49
SPAY0013901,INV0013537,2024-12-18,succeeded,49
SPAY0013902,INV0013538,2025-01-18,succeeded,49
SPAY0013903,INV0013539,2025-02-18,succeeded,49
SPAY0013904,INV0013540,2025-03-18,succeeded,49
SPAY0013905,INV0013541,2025-04-18,succeeded,49
SPAY0013906,INV0013542,2025-05-18,succeeded,49
SPAY0013907,INV0013543,2025-06-18,succeeded,49
SPAY0013908,INV0013544,2025-07-16,failed,49
SPAY0013909,INV0013544,2025-07-18,succeeded,49
SPAY0013910,INV0013545,2025-08-18,succeeded,49
SPAY0013911,INV0013546,2025-09-18,succeeded,49
SPAY0013912,INV0013547,2025-10-18,succeeded,49
SPAY0013913,INV0013548,2025-11-18,succeeded,49
SPAY0013914,INV0013550,2024-08-14,succeeded,199
SPAY0013915,INV0013551,2024-09-14,succeeded,199
SPAY0013916,INV0013552,2024-10-14,succeeded,199
SPAY0013917,INV0013553,2024-11-14,succeeded,199
SPAY0013918,INV0013554,2024-12-14,succeeded,199
SPAY0013919,INV0013555,2025-01-14,succeeded,199
SPAY0013920,INV0013556,2025-02-14,succeeded,199
SPAY0013921,INV0013557,2025-03-12,failed,199
SPAY0013922,INV0013557,2025-03-14,succeeded,199
SPAY0013923,INV0013558,2025-04-14,succeeded,199
SPAY0013924,INV0013559,2025-05-14,succeeded,199
SPAY0013925,INV0013560,2025-06-14,succeeded,199
SPAY0013926,INV0013561,2025-07-14,succeeded,199
SPAY0013927,INV0013562,2025-08-14,succeeded,199
SPAY0013928,INV0013563,2025-09-14,succeeded,199
SPAY0013929,INV0013564,2025-10-12,failed,199
SPAY0013930,INV0013564,2025-10-14,succeeded,199
SPAY0013931,INV0013565,2025-11-14,succeeded,199
SPAY0013932,INV0013567,2024-09-16,succeeded,247
SPAY0013933,INV0013568,2024-10-16,succeeded,247
SPAY0013934,INV0013569,2024-11-16,succeeded,247
SPAY0013935,INV0013570,2024-12-16,succeeded,247
SPAY0013936,INV0013571,2025-01-16,succeeded,247
SPAY0013937,INV0013572,2025-02-16,succeeded,247
SPAY0013938,INV0013573,2025-03-14,failed,247
SPAY0013939,INV0013573,2025-03-16,succeeded,247
SPAY0013940,INV0013575,2025-05-16,succeeded,247
SPAY0013941,INV0013576,2025-06-16,succeeded,247
SPAY0013942,INV0013577,2025-07-16,succeeded,247
SPAY0013943,INV0013578,2025-08-14,failed,247
SPAY0013944,INV0013578,2025-08-16,succeeded,247
SPAY0013945,INV0013579,2025-09-16,succeeded,247
SPAY0013946,INV0013580,2025-10-14,failed,247
SPAY0013947,INV0013580,2025-10-16,succeeded,247
SPAY0013948,INV0013581,2025-11-16,succeeded,247
SPAY0013949,INV0013583,2024-01-18,succeeded,49
SPAY0013950,INV0013584,2024-02-18,succeeded,49
SPAY0013951,INV0013585,2024-03-18,succeeded,49
SPAY0013952,INV0013586,2024-04-18,succeeded,49
