account_id,created_at,region,segment,acquisition_channel
A001248,2024-05-22,NA,enterprise,partner
A001249,2025-09-22,APAC,SMB,organic
A001250,2024-02-25,NA,SMB,partner
A001251,2024-10-11,NA,SMB,referral
A001252,2025-09-08,LATAM,SMB,outbound
A001253,2023-09-07,EMEA,SMB,paid_search
A001254,2023-02-04,APAC,SMB,referral
A001255,2023-08-07,EMEA,SMB,partner
A001256,2024-12-25,APAC,SMB,partner
A001257,2024-10-16,APAC,SMB,paid_search
A001258,2023-04-14,NA,SMB,organic
A001259,2023-11-14,EMEA,mid_market,outbound
A001260,2025-05-10,APAC,SMB,organic
A001261,2025-09-25,APAC,SMB,referral
A001262,2023-06-28,LATAM,enterprise,outbound
A001263,2023-06-10,EMEA,SMB,referral
A001264,2024-07-09,LATAM,mid_market,partner
A001265,2024-10-13,NA,SMB,partner
A001266,2025-04-11,NA,SMB,referral
A001267,2023-02-21,EMEA,SMB,referral
A001268,2025-06-14,EMEA,mid_market,referral
A001269,2023-11-14,NA,SMB,outbound
A001270,2023-08-24,LATAM,enterprise,paid_search
A001271,2023-10-17,NA,mid_market,partner
A001272,2024-10-25,NA,enterprise,organic
A001273,2023-01-28,APAC,SMB,organic
A001274,2024-03-14,APAC,SMB,partner
A001275,2025-05-30,LATAM,SMB,organic
A001276,2025-04-09,LATAM,SMB,referral
A001277,2023-10-06,APAC,SMB,outbound
A001278,2024-05-24,APAC,SMB,organic
A001279,2023-05-22,LATAM,SMB,partner
A001280,2025-08-04,EMEA,mid_market,paid_search
A001281,2025-01-15,EMEA,SMB,outbound
A001282,2025-03-27,NA,mid_market,referral
A001283,2023-08-31,LATAM,enterprise,organic
A001284,2024-05-24,LATAM,SMB,outbound
A001285,2024-04-21,LATAM,mid_market,paid_search
A001286,2023-03-11,EMEA,SMB,partner
A001287,2025-07-14,NA,mid_market,partner
A001288,2023-08-29,APAC,mid_market,paid_search
A001289,2025-03-01,APAC,SMB,referral
A001290,2025-09-22,NA,enterprise,organic
A001291,2025-03-02,NA,mid_market,outbound
A001292,2025-02-08,APAC,SMB,partner
A001293,2025-04-26,EMEA,SMB,outbound
A001294,2025-09-01,LATAM,SMB,organic
A001295,2024-04-27,EMEA,mid_market,organic
A001296,2023-11-17,LATAM,SMB,outbound
A001297,2023-06-28,EMEA,mid_market,partner
A001298,2025-09-03,EMEA,SMB,partner
A001299,2023-02-25,LATAM,enterprise,partner
A001300,2024-01-20,LATAM,mid_market,organic
A001301,2024-11-28,NA,SMB,organic
A001302,2025-08-17,EMEA,SMB,organic
A001303,2023-08-25,APAC,SMB,referral
A001304,2023-09-24,NA,SMB,referral
A001305,2024-01-30,NA,SMB,organic
A001306,2023-11-20,APAC,SMB,organic
A001307,2024-10-01,LATAM,mid_market,outbound
A001308,2024-11-07,APAC,SMB,referral
A001309,2025-02-16,NA,SMB,referral
A001310,2024-03-29,EMEA,SMB,organic
A001311,2023-05-26,LATAM,mid_market,referral
A001312,2023-04-07,APAC,SMB,paid_search
A001313,2023-08-13,APAC,mid_market,outbound
A001314,2023-04-15,LATAM,SMB,organic
A001315,2024-01-27,EMEA,SMB,referral
A001316,2023-12-05,EMEA,SMB,paid_search
A001317,2024-09-23,EMEA,SMB,outbound
A001318,2025-08-19,APAC,SMB,outbound
A001319,2023-12-04,NA,mid_market,partner
A001320,2023-08-04,LATAM,SMB,partner
A001321,2025-08-28,APAC,SMB,referral
A001322,2023-02-22,EMEA,SMB,organic
A001323,2023-02-17,APAC,mid_market,paid_search
A001324,2024-01-30,LATAM,SMB,referral
A001325,2023-08-01,LATAM,SMB,referral
A001326,2023-07-19,EMEA,mid_market,referral
A001327,2023-12-28,NA,mid_market,partner
A001328,2025-07-03,EMEA,SMB,paid_search
A001329,2023-06-19,APAC,enterprise,outbound
A001330,2024-12-29,NA,mid_market,organic
A001331,2023-08-14,APAC,SMB,partner
A001332,2024-07-06,NA,SMB,partner
A001333,2023-08-12,EMEA,SMB,paid_search
A001334,2023-11-23,APAC,SMB,paid_search
A001335,2024-02-28,LATAM,mid_market,outbound
A001336,2025-01-13,EMEA,mid_market,organic
A001337,2025-03-13,NA,SMB,paid_search
A001338,2024-09-07,LATAM,SMB,outbound
A001339,2023-11-03,APAC,SMB,partner
A001340,2024-03-19,LATAM,SMB,partner
A001341,2025-06-09,EMEA,SMB,paid_search
A001342,2023-01-08,NA,SMB,referral
A001343,2024-03-13,NA,SMB,partner
A001344,2025-01-28,EMEA,SMB,referral
A001345,2024-04-18,EMEA,mid_market,partner
A001346,2023-04-12,APAC,SMB,paid_search
A001347,2024-11-03,APAC,SMB,outbound
A001348,2023-05-14,LATAM,SMB,organic
A001349,2024-08-19,NA,SMB,organic
A001350,2025-07-30,NA,SMB,organic
A001351,2024-05-29,APAC,mid_market,referral
A001352,2023-06-13,LATAM,mid_market,paid_search
A001353,2023-04-17,APAC,SMB,referral
A001354,2024-07-04,APAC,SMB,referral
A001355,2024-03-27,NA,mid_market,paid_search
A001356,2023-03-09,NA,mid_market,partner
A001357,2024-12-28,EMEA,SMB,paid_search
A001358,2023-01-24,LATAM,SMB,organic
A001359,2024-11-13,NA,SMB,organic
A001360,2023-05-21,EMEA,SMB,partner
A001361,2023-08-01,APAC,SMB,organic
A001362,2023-11-02,EMEA,mid_market,referral
A001363,2024-04-13,APAC,SMB,paid_search
A001364,2023-02-03,NA,SMB,partner
A001365,2023-03-08,LATAM,mid_market,outbound
A001366,2024-01-08,LATAM,SMB,paid_search
A001367,2025-02-02,APAC,mid_market,paid_search
A001368,2024-03-29,NA,SMB,paid_search
A001369,2025-09-21,APAC,SMB,paid_search
A001370,2023-12-02,APAC,SMB,organic
A001371,2025-06-18,APAC,enterprise,referral
A001372,2025-01-28,NA,mid_market,paid_search
A001373,2025-08-01,LATAM,SMB,paid_search
A001374,2025-06-20,NA,SMB,outbound
A001375,2023-11-04,LATAM,SMB,outbound
A001376,2023-10-17,EMEA,mid_market,partner
A001377,2024-01-14,APAC,SMB,referral
A001378,2023-08-08,LATAM,mid_market,paid_search
A001379,2024-10-15,APAC,SMB,referral
A001380,2023-03-11,APAC,SMB,partner
A001381,2024-02-21,NA,SMB,referral
A001382,2024-11-29,APAC,SMB,organic
A001383,2024-06-02,EMEA,SMB,referral
A001384,2023-11-05,LATAM,SMB,referral
A001385,2023-07-20,LATAM,SMB,paid_search
A001386,2023-01-28,EMEA,enterprise,outbound
A001387,2024-02-25,LATAM,mid_market,organic
A001388,2024-08-30,APAC,SMB,paid_search
A001389,2024-07-10,APAC,SMB,referral
A001390,2024-03-11,NA,SMB,partner
A001391,2024-08-06,NA,SMB,outbound
A001392,2025-04-10,EMEA,SMB,referral
A001393,2024-11-26,NA,SMB,organic
A001394,2024-02-07,EMEA,SMB,organic
A001395,2024-04-19,EMEA,enterprise,partner
A001396,2024-12-18,LATAM,SMB,outbound
A001397,2024-02-22,NA,SMB,outbound
A001398,2025-09-12,LATAM,mid_market,partner
A001399,2023-07-27,LATAM,SMB,organic
A001400,2023-03-24,APAC,mid_market,outbound
A001401,2023-07-06,NA,SMB,outbound
A001402,2024-06-10,LATAM,SMB,referral
A001403,2025-04-19,EMEA,mid_market,paid_search
A001404,2024-01-11,APAC,SMB,referral
A001405,2023-08-07,LATAM,mid_market,outbound
A001406,2024-11-16,EMEA,SMB,partner
A001407,2025-09-24,NA,SMB,referral
A001408,2024-10-13,NA,SMB,paid_search
A001409,2023-03-16,APAC,SMB,organic
A001410,2025-01-02,LATAM,SMB,paid_search
A001411,2025-04-21,LATAM,SMB,paid_search
A001412,2023-08-06,NA,SMB,referral
A001413,2024-12-04,EMEA,SMB,partner
A001414,2024-07-31,APAC,SMB,paid_search
A001415,2025-01-17,EMEA,SMB,paid_search
A001416,2023-01-18,LATAM,SMB,referral
A001417,2023-02-07,EMEA,SMB,paid_search
A001418,2025-09-07,EMEA,SMB,partner
A001419,2023-12-10,LATAM,SMB,organic
A001420,2024-09-20,EMEA,SMB,partner
A001421,2024-01-13,LATAM,SMB,paid_search
A001422,2024-03-07,NA,mid_market,outbound
A001423,2023-10-21,EMEA,SMB,referral
A001424,2025-03-18,EMEA,mid_market,partner
A001425,2024-05-20,LATAM,SMB,paid_search
A001426,2023-01-09,APAC,SMB,partner
A001427,2023-11-30,EMEA,SMB,partner
A001428,2024-09-23,LATAM,mid_market,outbound
A001429,2025-03-13,APAC,SMB,partner
A001430,2024-02-13,EMEA,mid_market,partner
A001431,2024-03-11,NA,SMB,partner
A001432,2025-03-18,APAC,SMB,organic
A001433,2024-08-04,NA,SMB,referral
A001434,2024-05-25,LATAM,SMB,partner
A001435,2025-05-28,APAC,SMB,referral
A001436,2023-11-24,NA,SMB,outbound
A001437,2023-02-22,APAC,SMB,organic
A001438,2025-07-04,EMEA,SMB,partner
A001439,2025-02-14,APAC,mid_market,referral
A001440,2024-12-18,LATAM,mid_market,paid_search
A001441,2023-12-13,EMEA,SMB,partner
A001442,2024-11-29,NA,SMB,paid_search
A001443,2024-04-26,APAC,SMB,partner
A001444,2025-03-08,LATAM,mid_market,partner
A001445,2024-11-14,EMEA,SMB,partner
A001446,2024-10-09,EMEA,SMB,paid_search
A001447,2024-03-30,EMEA,SMB,partner
A001448,2025-01-18,APAC,SMB,organic
A001449,2023-08-08,APAC,SMB,outbound
A001450,2024-12-22,NA,mid_market,referral
A001451,2024-04-22,APAC,SMB,partner
A001452,2023-06-02,LATAM,SMB,paid_search
A001453,2025-06-19,NA,SMB,organic
A001454,2024-12-12,NA,SMB,outbound
A001455,2025-02-23,LATAM,SMB,partner
A001456,2025-04-27,EMEA,SMB,partner
A001457,2025-08-07,EMEA,SMB,partner
A001458,2024-02-05,LATAM,SMB,paid_search
A001459,2023-04-05,APAC,SMB,partner
A001460,2025-04-14,LATAM,SMB,paid_search
A001461,2025-05-10,NA,SMB,referral
A001462,2024-06-27,APAC,SMB,partner
A001463,2025-08-21,APAC,SMB,referral
A001464,2023-10-27,APAC,SMB,paid_search
A001465,2025-05-30,EMEA,SMB,outbound
A001466,2025-05-14,EMEA,SMB,partner
A001467,2023-01-15,LATAM,SMB,organic
A001468,2024-09-13,EMEA,mid_market,outbound
A001469,2025-06-13,EMEA,enterprise,outbound
A001470,2024-08-12,EMEA,SMB,referral
A001471,2024-03-13,NA,SMB,paid_search
A001472,2023-05-01,APAC,mid_market,partner
A001473,2025-04-15,EMEA,mid_market,referral
A001474,2024-05-22,LATAM,SMB,outbound
A001475,2024-12-29,APAC,SMB,outbound
A001476,2023-12-18,LATAM,mid_market,outbound
A001477,2023-05-04,EMEA,SMB,outbound
A001478,2024-12-27,LATAM,SMB,referral
A001479,2023-03-20,APAC,SMB,paid_search
A001480,2024-03-10,APAC,mid_market,referral
A001481,2025-04-30,NA,SMB,outbound
A001482,2023-05-13,APAC,mid_market,outbound
A001483,2023-04-01,EMEA,mid_market,outbound
A001484,2023-07-23,EMEA,SMB,referral
A001485,2024-07-02,EMEA,SMB,organic
A001486,2025-05-02,NA,SMB,paid_search
A001487,2025-02-06,APAC,enterprise,referral
A001488,2024-02-01,NA,enterprise,partner
A001489,2023-11-19,LATAM,mid_market,outbound
A001490,2024-11-21,NA,SMB,referral
A001491,2025-06-10,LATAM,enterprise,partner
A001492,2024-01-25,EMEA,SMB,outbound
A001493,2023-04-19,APAC,SMB,partner
A001494,2025-08-29,EMEA,SMB,partner
A001495,2023-05-16,APAC,SMB,paid_search
A001496,2024-05-03,EMEA,SMB,outbound
A001497,2025-03-26,EMEA,SMB,referral
A001498,2024-02-19,NA,SMB,outbound
A001499,2025-01-05,APAC,SMB,partner
A001500,2025-08-07,LATAM,SMB,paid_search
A001501,2025-08-13,NA,SMB,partner
A001502,2023-06-12,NA,SMB,referral
A001503,2025-06-11,EMEA,SMB,organic
A001504,2025-06-28,APAC,SMB,organic
A001505,2025-08-17,NA,enterprise,partner
A001506,2023-03-14,NA,SMB,organic
A001507,2024-02-18,LATAM,SMB,partner
A001508,2023-03-21,EMEA,SMB,organic
A001509,2023-12-24,APAC,SMB,partner
A001510,2023-10-14,NA,SMB,partner
A001511,2024-02-15,NA,mid_market,paid_search
A001512,2024-08-27,LATAM,SMB,partner
A001513,2024-06-14,LATAM,SMB,organic
A001514,2023-02-14,NA,SMB,outbound
A001515,2025-02-25,LATAM,SMB,paid_search
A001516,2024-03-11,APAC,mid_market,organic
A001517,2025-09-05,EMEA,SMB,outbound
A001518,2024-01-18,LATAM,mid_market,referral
A001519,2025-06-30,NA,SMB,partner
A001520,2024-09-14,LATAM,SMB,partner
A001521,2024-10-05,LATAM,SMB,referral
A001522,2025-06-07,APAC,SMB,referral
A001523,2024-06-06,NA,SMB,referral
A001524,2023-04-28,NA,SMB,partner
A001525,2024-09-09,EMEA,SMB,paid_search
A001526,2024-07-16,APAC,SMB,outbound
A001527,2023-10-13,APAC,SMB,partner
A001528,2024-12-23,EMEA,SMB,referral
A001529,2024-06-11,APAC,mid_market,paid_search
A001530,2023-12-06,NA,mid_market,referral
A001531,2025-04-12,NA,SMB,organic
A001532,2024-05-24,LATAM,enterprise,referral
A001533,2023-10-06,APAC,SMB,referral
A001534,2023-11-09,EMEA,SMB,partner
A001535,2024-08-23,EMEA,SMB,organic
A001536,2024-08-26,LATAM,SMB,paid_search
A001537,2023-02-23,EMEA,mid_market,referral
A001538,2024-07-15,EMEA,SMB,paid_search
A001539,2024-08-23,APAC,mid_market,referral
A001540,2024-09-13,NA,mid_market,paid_search
A001541,2025-07-03,LATAM,SMB,organic
A001542,2023-09-03,LATAM,SMB,organic
A001543,2025-05-25,LATAM,SMB,organic
A001544,2025-02-20,APAC,SMB,partner
A001545,2023-09-20,LATAM,SMB,partner
A001546,2024-08-10,EMEA,enterprise,organic
A001547,2023-03-08,NA,SMB,organic
A001548,2024-11-11,LATAM,mid_market,referral
A001549,2023-01-07,LATAM,mid_market,paid_search
A001550,2025-05-21,APAC,SMB,referral
A001551,2023-07-15,LATAM,SMB,partner
A001552,2023-01-20,EMEA,enterprise,referral
A001553,2024-11-18,LATAM,SMB,partner
A001554,2023-08-12,LATAM,SMB,outbound
A001555,2025-07-25,LATAM,enterprise,referral
A001556,2023-07-13,LATAM,SMB,referral
A001557,2025-04-09,APAC,mid_market,referral
A001558,2024-11-29,NA,SMB,outbound
A001559,2024-11-13,NA,SMB,paid_search
A001560,2024-07-11,NA,SMB,organic
A001561,2024-08-18,APAC,mid_market,paid_search
A001562,2023-07-22,NA,SMB,paid_search
A001563,2024-04-13,NA,SMB,outbound
A001564,2025-08-02,EMEA,SMB,organic
A001565,2023-11-13,EMEA,mid_market,paid_search
A001566,2025-08-04,APAC,SMB,paid_search
A001567,2025-06-23,EMEA,SMB,referral
A001568,2024-12-27,APAC,SMB,partner
A001569,2023-08-26,EMEA,SMB,partner
A001570,2023-02-05,NA,SMB,organic
A001571,2024-08-18,NA,SMB,referral
A001572,2023-12-30,LATAM,SMB,partner
A001573,2023-07-16,LATAM,SMB,paid_search
A001574,2024-10-14,APAC,SMB,organic
A001575,2023-02-14,NA,SMB,paid_search
A001576,2023-09-13,NA,mid_market,referral
A001577,2023-11-17,LATAM,SMB,referral
A001578,2024-12-25,APAC,mid_market,partner
A001579,2023-11-21,NA,enterprise,paid_search
A001580,2023-10-15,APAC,SMB,organic
A001581,2024-11-29,NA,SMB,referral
A001582,2024-01-11,EMEA,mid_market,paid_search
A001583,2025-04-19,LATAM,mid_market,partner
A001584,2025-08-16,LATAM,SMB,referral
A001585,2023-11-25,EMEA,SMB,partner
A001586,2024-03-16,LATAM,mid_market,outbound
A001587,2024-12-27,APAC,SMB,organic
A001588,2023-09-13,NA,SMB,organic
A001589,2025-08-06,EMEA,SMB,partner
A001590,2025-07-29,LATAM,SMB,referral
A001591,2025-01-15,LATAM,SMB,referral
A001592,2025-09-23,EMEA,SMB,referral
A001593,2025-04-23,APAC,mid_market,organic
A001594,2024-03-04,APAC,mid_market,paid_search
A001595,2025-01-13,EMEA,mid_market,partner
A001596,2023-02-02,EMEA,enterprise,paid_search
A001597,2025-09-11,APAC,mid_market,referral
A001598,2024-07-11,EMEA,mid_market,paid_search
A001599,2023-04-18,EMEA,SMB,organic
A001600,2025-05-07,LATAM,SMB,organic
A001601,2025-01-17,NA,SMB,outbound
A001602,2023-06-17,APAC,mid_market,partner
A001603,2025-05-06,LATAM,SMB,outbound
A001604,2025-09-17,LATAM,SMB,partner
A001605,2025-05-02,EMEA,SMB,outbound
A001606,2023-05-26,EMEA,SMB,outbound
A001607,2025-01-04,EMEA,mid_market,referral
A001608,2024-06-16,LATAM,SMB,outbound
A001609,2025-07-30,NA,SMB,outbound
A001610,2024-10-28,EMEA,SMB,organic
A001611,2025-04-03,APAC,enterprise,referral
A001612,2024-11-18,APAC,SMB,partner
A001613,2025-01-10,LATAM,SMB,partner
A001614,2024-01-31,NA,SMB,referral
A001615,2024-06-17,LATAM,mid_market,organic
A001616,2025-04-04,APAC,SMB,outbound
A001617,2025-04-23,NA,SMB,organic
A001618,2023-12-19,LATAM,SMB,referral
A001619,2025-02-08,LATAM,SMB,outbound
A001620,2024-08-20,LATAM,SMB,partner
A001621,2024-07-13,NA,mid_market,organic
A001622,2025-01-24,NA,SMB,partner
A001623,2025-05-16,NA,SMB,outbound
A001624,2025-06-19,NA,mid_market,outbound
A001625,2025-05-07,APAC,mid_market,paid_search
A001626,2025-08-30,EMEA,SMB,partner
A001627,2024-06-09,APAC,SMB,outbound
A001628,2024-12-25,EMEA,SMB,partner
A001629,2024-07-26,EMEA,SMB,partner
A001630,2023-07-03,LATAM,SMB,referral
A001631,2024-12-04,EMEA,SMB,partner
A001632,2023-12-16,LATAM,mid_market,referral
A001633,2024-03-16,LATAM,SMB,outbound
A001634,2025-04-17,APAC,mid_market,outbound
A001635,2023-01-10,NA,SMB,referral
A001636,2024-08-17,EMEA,SMB,partner
A001637,2025-02-04,NA,enterprise,outbound
A001638,2025-08-08,LATAM,SMB,organic
A001639,2025-03-20,LATAM,SMB,partner
A001640,2023-04-17,NA,mid_market,paid_search
A001641,2025-07-26,NA,SMB,referral
A001642,2024-02-19,LATAM,SMB,referral
A001643,2023-06-07,EMEA,SMB,organic
A001644,2023-01-12,APAC,SMB,partner
A001645,2023-01-25,EMEA,SMB,referral
A001646,2024-08-31,NA,SMB,referral
A001647,2023-07-10,NA,mid_market,partner
A001648,2023-12-09,NA,mid_market,organic
A001649,2023-09-25,NA,mid_market,paid_search
A001650,2023-10-25,NA,SMB,referral
A001651,2025-05-06,APAC,mid_market,referral
A001652,2025-05-04,EMEA,mid_market,outbound
A001653,2023-07-28,EMEA,SMB,outbound
A001654,2023-10-15,LATAM,SMB,outbound
A001655,2024-02-22,LATAM,SMB,referral
A001656,2025-03-03,EMEA,enterprise,organic
A001657,2024-09-30,LATAM,SMB,partner
A001658,2024-06-15,NA,SMB,organic
A001659,2023-06-25,NA,enterprise,outbound
A001660,2023-08-05,LATAM,SMB,outbound
A001661,2025-01-09,EMEA,SMB,partner
A001662,2025-08-02,LATAM,SMB,partner
A001663,2024-04-10,APAC,SMB,organic
A001664,2024-02-22,NA,SMB,referral
A001665,2023-07-28,APAC,SMB,partner
A001666,2025-05-07,EMEA,mid_market,partner
A001667,2023-10-07,EMEA,enterprise,paid_search
A001668,2024-11-28,EMEA,SMB,partner
A001669,2024-07-11,LATAM,SMB,outbound
A001670,2025-09-02,LATAM,SMB,organic
A001671,2024-11-29,EMEA,SMB,paid_search
A001672,2023-12-01,NA,mid_market,paid_search
A001673,2025-06-05,LATAM,SMB,paid_search
A001674,2025-03-11,APAC,SMB,organic
A001675,2023-04-07,LATAM,SMB,outbound
A001676,2024-10-05,APAC,SMB,partner
A001677,2024-07-27,APAC,SMB,referral
A001678,2024-08-25,LATAM,mid_market,organic
A001679,2025-01-27,NA,SMB,outbound
A001680,2024-09-12,LATAM,SMB,organic
A001681,2024-08-24,APAC,mid_market,referral
A001682,2023-03-11,APAC,SMB,partner
A001683,2023-02-28,EMEA,SMB,outbound
A001684,2023-11-05,LATAM,SMB,organic
A001685,2025-03-16,APAC,SMB,paid_search
A001686,2023-09-15,LATAM,mid_market,partner
A001687,2023-03-17,EMEA,SMB,referral
A001688,2024-08-14,EMEA,mid_market,partner
A001689,2023-09-09,LATAM,SMB,paid_search
A001690,2024-12-17,EMEA,SMB,partner
A001691,2025-05-22,EMEA,enterprise,partner
A001692,2023-08-23,APAC,mid_market,paid_search
A001693,2024-05-07,LATAM,SMB,referral
A001694,2024-11-24,NA,SMB,paid_search
A001695,2024-01-18,NA,enterprise,paid_search
A001696,2025-09-10,LATAM,enterprise,partner
A001697,2023-12-14,NA,SMB,organic
A001698,2023-03-31,NA,SMB,referral
A001699,2023-10-21,NA,SMB,paid_search
A001700,2025-06-03,APAC,SMB,paid_search
A001701,2024-08-18,APAC,mid_market,paid_search
A001702,2023-11-30,EMEA,SMB,outbound
A001703,2024-07-21,APAC,mid_market,partner
A001704,2025-01-08,NA,SMB,partner
A001705,2025-01-01,EMEA,SMB,outbound
A001706,2025-06-23,APAC,SMB,referral
A001707,2024-07-09,LATAM,SMB,paid_search
A001708,2024-09-24,NA,mid_market,organic
A001709,2025-08-25,EMEA,enterprise,paid_search
A001710,2024-10-12,NA,mid_market,referral
A001711,2024-06-20,APAC,SMB,organic
A001712,2025-02-01,LATAM,mid_market,organic
A001713,2023-06-21,EMEA,SMB,outbound
A001714,2024-07-06,APAC,SMB,paid_search
A001715,2025-05-20,EMEA,mid_market,referral
A001716,2024-11-08,LATAM,enterprise,paid_search
A001717,2025-08-21,APAC,mid_market,partner
A001718,2023-07-04,EMEA,SMB,outbound
A001719,2023-10-13,EMEA,SMB,partner
A001720,2023-04-01,EMEA,enterprise,referral
A001721,2025-03-29,EMEA,SMB,organic
A001722,2024-04-08,LATAM,mid_market,organic
A001723,2023-03-22,EMEA,mid_market,referral
A001724,2024-01-17,LATAM,SMB,partner
A001725,2025-07-04,LATAM,mid_market,partner
A001726,2023-07-29,LATAM,SMB,referral
A001727,2024-05-07,LATAM,enterprise,paid_search
A001728,2024-09-25,LATAM,SMB,paid_search
A001729,2025-06-12,APAC,SMB,outbound
A001730,2025-03-20,APAC,mid_market,paid_search
A001731,2024-08-25,EMEA,SMB,referral
A001732,2023-12-14,EMEA,SMB,paid_search
A001733,2024-12-01,NA,mid_market,outbound
A001734,2023-11-08,EMEA,enterprise,organic
A001735,2023-04-19,EMEA,SMB,referral
A001736,2023-06-18,EMEA,mid_market,outbound
A001737,2024-12-22,EMEA,mid_market,organic
A001738,2024-05-02,LATAM,SMB,outbound
A001739,2024-01-09,LATAM,SMB,paid_search
A001740,2024-01-18,NA,SMB,paid_search
A001741,2023-09-01,APAC,SMB,partner
A001742,2024-02-20,EMEA,SMB,partner
A001743,2025-08-08,NA,SMB,partner
A001744,2025-05-16,EMEA,SMB,partner
A001745,2024-08-02,APAC,mid_market,paid_search
A001746,2025-06-08,APAC,mid_market,outbound
A001747,2023-07-01,NA,SMB,outbound
A001748,2025-07-23,LATAM,SMB,paid_search
A001749,2025-01-08,LATAM,enterprise,partner
A001750,2025-08-12,NA,SMB,outbound
A001751,2024-03-17,LATAM,SMB,referral
A001752,2024-05-13,LATAM,SMB,organic
A001753,2024-06-29,EMEA,SMB,referral
A001754,2023-02-06,NA,SMB,referral
A001755,2024-11-10,LATAM,enterprise,paid_search
A001756,2025-06-25,LATAM,SMB,paid_search
A001757,2023-06-16,LATAM,mid_market,partner
A001758,2023-08-27,APAC,SMB,organic
A001759,2025-04-18,EMEA,SMB,organic
A001760,2024-12-06,APAC,SMB,partner
A001761,2024-07-23,NA,SMB,paid_search
A001762,2024-04-20,NA,SMB,referral
A001763,2024-09-19,EMEA,SMB,paid_search
A001764,2024-11-23,EMEA,mid_market,paid_search
A001765,2024-01-04,NA,mid_market,partner
A001766,2023-11-25,LATAM,SMB,outbound
A001767,2024-10-21,NA,SMB,referral
A001768,2025-06-12,NA,mid_market,paid_search
A001769,2025-09-11,EMEA,mid_market,partner
A001770,2023-12-04,EMEA,mid_market,organic
A001771,2023-03-19,APAC,SMB,referral
A001772,2024-12-14,LATAM,SMB,referral
A001773,2024-03-29,APAC,mid_market,organic
A001774,2024-10-18,APAC,SMB,outbound
A001775,2023-09-15,APAC,SMB,organic
A001776,2023-12-16,EMEA,SMB,outbound
A001777,2025-06-21,LATAM,SMB,organic
A001778,2024-03-29,NA,SMB,outbound
A001779,2025-08-16,APAC,SMB,referral
A001780,2023-12-09,EMEA,SMB,outbound
A001781,2023-06-26,APAC,SMB,organic
A001782,2024-12-07,EMEA,mid_market,outbound
A001783,2025-06-23,EMEA,SMB,outbound
A001784,2024-10-17,LATAM,SMB,referral
A001785,2023-01-11,APAC,SMB,paid_search
A001786,2025-07-06,APAC,SMB,organic
A001787,2024-11-16,LATAM,SMB,partner
A001788,2023-08-25,APAC,SMB,organic
A001789,2023-07-18,LATAM,SMB,organic
A001790,2024-04-08,NA,SMB,referral
A001791,2024-07-29,EMEA,mid_market,partner
A001792,2024-03-12,APAC,mid_market,organic
A001793,2024-11-13,NA,SMB,referral
A001794,2025-06-20,NA,SMB,partner
A001795,2024-08-22,APAC,SMB,referral
A001796,2025-05-26,LATAM,mid_market,outbound
A001797,2024-06-07,EMEA,SMB,organic
A001798,2024-07-30,EMEA,SMB,outbound
A001799,2023-11-01,EMEA,SMB,organic
A001800,2025-06-18,EMEA,SMB,paid_search
A001801,2025-05-07,APAC,SMB,organic
A001802,2025-08-24,APAC,mid_market,outbound
A001803,2025-06-12,APAC,SMB,organic
A001804,2023-05-29,NA,enterprise,referral
A001805,2024-08-09,NA,SMB,referral
A001806,2025-04-13,EMEA,SMB,paid_search
A001807,2024-11-07,LATAM,SMB,referral
A001808,2023-04-29,LATAM,SMB,paid_search
A001809,2023-04-08,NA,SMB,referral
A001810,2024-10-14,EMEA,SMB,paid_search
A001811,2025-07-30,EMEA,SMB,organic
A001812,2025-04-11,NA,mid_market,partner
A001813,2023-04-17,NA,SMB,referral
A001814,2025-03-11,LATAM,SMB,partner
A001815,2023-11-12,LATAM,mid_market,referral
A001816,2023-02-21,LATAM,SMB,paid_search
A001817,2023-09-16,APAC,SMB,referral
A001818,2024-10-18,APAC,SMB,referral
A001819,2025-06-22,EMEA,SMB,outbound
A001820,2023-04-12,APAC,SMB,partner
A001821,2023-09-08,EMEA,mid_market,organic
A001822,2024-11-06,LATAM,mid_market,organic
A001823,2025-05-12,NA,SMB,paid_search
A001824,2023-12-05,NA,SMB,partner
A001825,2023-07-13,EMEA,SMB,referral
A001826,2024-08-17,EMEA,SMB,referral
A001827,2024-12-15,APAC,SMB,paid_search
A001828,2023-01-31,LATAM,SMB,outbound
A001829,2023-12-02,LATAM,SMB,outbound
A001830,2025-04-11,NA,SMB,referral
A001831,2023-07-24,EMEA,SMB,organic
A001832,2024-01-29,NA,SMB,partner
A001833,2025-04-03,NA,enterprise,paid_search
A001834,2025-01-09,LATAM,SMB,referral
A001835,2025-08-16,LATAM,mid_market,outbound
A001836,2024-04-10,APAC,SMB,outbound
A001837,2024-10-06,NA,SMB,paid_search
A001838,2024-02-14,EMEA,SMB,organic
A001839,2025-06-12,APAC,SMB,partner
A001840,2023-09-25,APAC,SMB,referral
A001841,2023-04-24,APAC,SMB,outbound
A001842,2024-11-10,NA,SMB,partner
A001843,2024-11-18,LATAM,SMB,referral
A001844,2025-07-25,LATAM,SMB,referral
A001845,2025-06-29,LATAM,mid_market,paid_search
A001846,2024-12-26,NA,mid_market,outbound
A001847,2024-12-15,APAC,mid_market,paid_search
A001848,2024-09-24,EMEA,mid_market,partner
A001849,2025-01-08,APAC,mid_market,paid_search
A001850,2024-05-22,APAC,mid_market,partner
A001851,2024-05-04,EMEA,SMB,organic
